Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2024-09-12,DAL,1691,DFW,LGA,E,E12,C,68,false,,2024-09-12T13:00,2024-09-12T12:53,2024-09-12T13:10,2024-09-12T13:29,2024-09-12T17:16,2024-09-12T17:31,2024-09-12T17:40,2024-09-12T17:37,Airbus A220-100,N133DU,,,,,BUSINESS,,bb011799-67de-466b-aeb5-191157829f2c,a8765091-d043-44b1-936c-d217bb519e56,1573100e-e4a3-47b0-9399-01b36074e1f5,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,08f3690a-67fe-4be4-8138-cc20b688f722
2024-09-18,DAL,878,DFW,LGA,E,E16,C,67,false,,2024-09-18T09:45,2024-09-18T09:39,2024-09-18T09:55,2024-09-18T10:00,2024-09-18T13:59,2024-09-18T14:03,2024-09-18T14:15,2024-09-18T14:07,Airbus A220-300,N321DU,,15E,WINDOW,PREMIUM_ECONOMY,BUSINESS,,d3a766a6-4728-440b-bd10-e5e1cba17252,a8765091-d043-44b1-936c-d217bb519e56,1573100e-e4a3-47b0-9399-01b36074e1f5,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,c6158951-56ef-48ec-b8ae-5f7e9c0c24c0
2024-09-23,DAL,1390,LGA,ORD,C,89B,5,M10,false,,2024-09-23T16:30,2024-09-23T16:19,2024-09-23T16:40,2024-09-23T16:36,2024-09-23T17:37,2024-09-23T17:34,2024-09-23T18:18,2024-09-23T17:52,Airbus A220-100,N130DU,HMYGVI,,,ECONOMY,BUSINESS,,c81e5d08-e2f4-4bd4-a587-b0c36a3c59eb,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,a5eff314-18e7-4c87-bd38-0131882f1b8d,,08f3690a-67fe-4be4-8138-cc20b688f722
2024-09-30,DAL,2894,ORD,LGA,5,M11,C,64,false,,2024-09-30T12:12,2024-09-30T12:08,2024-09-30T12:22,2024-09-30T12:27,2024-09-30T15:05,2024-09-30T15:09,2024-09-30T15:30,2024-09-30T15:14,Airbus A220-100,N125DU,,13A,WINDOW,ECONOMY,BUSINESS,,4c2dc25f-1462-4400-bd85-bf377cea5084,a8765091-d043-44b1-936c-d217bb519e56,a5eff314-18e7-4c87-bd38-0131882f1b8d,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,08f3690a-67fe-4be4-8138-cc20b688f722
2024-10-17,DAL,342,LGA,ATL,C,75,S,A9,false,,2024-10-17T07:00,2024-10-17T06:56,2024-10-17T07:10,2024-10-17T07:13,2024-10-17T08:47,2024-10-17T08:47,2024-10-17T09:29,2024-10-17T08:56,Airbus A321,N361DN,GOWVBE,17F,WINDOW,ECONOMY,LEISURE,,c9d39757-b589-4541-8f3d-e26152208f1e,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,6f0c1d11-cfef-4b33-b462-90379270f593,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-10-17,SWA,2262,LGA,DAL,B,57,1,15,false,,2024-10-17T10:30,2024-10-17T10:31,2024-10-17T10:40,2024-10-17T11:08,2024-10-17T12:24,2024-10-17T12:55,2024-10-17T13:15,2024-10-17T13:23,Boeing 737-800,N8631A,,,,,,,f1cc7ce9-2b87-45e4-838f-e7e6f5547898,be4c4286-2c02-4dca-86d4-56e19aa348f7,dfeb8457-3376-49f8-b542-dbeb2ec9f719,3cbb70b8-eb30-493b-98df-313a5f330fa8,,4f7a0cdc-f82f-4544-9e7b-f49a80b8463a
2024-10-17,DAL,414,ATL,DFW,S,A31,E,E17,false,,2024-10-17T11:15,2024-10-17T11:18,2024-10-17T11:25,2024-10-17T11:31,2024-10-17T12:13,2024-10-17T12:12,2024-10-17T12:35,2024-10-17T12:18,Airbus A321,N307DX,GOWVBE,,,ECONOMY,LEISURE,,8f868281-2b62-40a6-af4d-d80b6327ce74,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,1573100e-e4a3-47b0-9399-01b36074e1f5,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-10-21,SWA,3157,DAL,LGA,1,7,B,54,false,,2024-10-21T13:00,2024-10-21T13:00,2024-10-21T13:10,2024-10-21T13:16,2024-10-21T17:03,2024-10-21T17:10,2024-10-21T17:15,2024-10-21T17:23,Boeing 737-800,N500WR,,,,,LEISURE,,6c295013-81d4-4d35-a850-f932eb3e0dc5,be4c4286-2c02-4dca-86d4-56e19aa348f7,3cbb70b8-eb30-493b-98df-313a5f330fa8,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-12-07,DAL,1122,LGA,DTW,C,74,E,A10,false,,2024-12-07T12:55,2024-12-07T12:49,2024-12-07T13:05,2024-12-07T12:58,2024-12-07T14:30,2024-12-07T14:24,2024-12-07T14:53,2024-12-07T14:29,Boeing 737-900ER,N870DN,HUD7UL,12A,WINDOW,PREMIUM_ECONOMY,BUSINESS,,1560e57e-ccba-4ae7-bf5d-3aa48d3332e2,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,,24012541-435d-4a27-af8a-4791336f1965
2024-12-07,DAL,766,DTW,LAS,E,A72,1,D36,false,,2024-12-07T16:06,2024-12-07T16:05,2024-12-07T16:16,2024-12-07T16:16,2024-12-07T16:47,2024-12-07T16:50,2024-12-07T17:38,2024-12-07T17:01,Airbus A321,N325DN,HUD7UL,4A,WINDOW,FIRST,BUSINESS,,36c55695-3b1f-42b1-84ee-510adcf5fc0f,a8765091-d043-44b1-936c-d217bb519e56,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,13ec7b81-ab66-4c6c-b632-92f18740c05b,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-12-11,DAL,947,LAS,ATL,1,D35,S,T2,false,,2024-12-11T11:25,2024-12-11T11:28,2024-12-11T11:35,2024-12-11T11:57,2024-12-11T17:41,2024-12-11T18:03,2024-12-11T18:21,2024-12-11T18:20,Airbus A330-300,N822NW,,21J,,FIRST,BUSINESS,,68d50c56-ee0b-40cb-a3c2-f6413122c43a,a8765091-d043-44b1-936c-d217bb519e56,13ec7b81-ab66-4c6c-b632-92f18740c05b,6f0c1d11-cfef-4b33-b462-90379270f593,,6eab475b-ae92-46cd-a1b8-66937c85f7cc
2024-12-11,DAL,468,ATL,LGA,S,A31,C,79,false,,2024-12-11T19:30,2024-12-11T19:54,2024-12-11T20:23,2024-12-11T20:24,2024-12-11T21:57,2024-12-11T22:11,2024-12-11T21:42,2024-12-11T22:18,Airbus A321,N371DN,HUD7UL,13E,AISLE,PREMIUM_ECONOMY,BUSINESS,,b62e981e-0b29-4f73-bce4-e66510a2647f,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-12-30,DAL,969,LGA,ATL,C,76,S,B33,false,,2024-12-30T18:00,2024-12-30T17:59,2024-12-30T18:10,2024-12-30T18:08,2024-12-30T20:04,2024-12-30T20:01,2024-12-30T20:39,2024-12-30T20:21,Airbus A321,N396DN,,,,FIRST,LEISURE,,9f378d7d-6795-44cf-bd17-b0e66a24ae93,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,6f0c1d11-cfef-4b33-b462-90379270f593,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-12-30,DAL,1601,ATL,IAH,S,C37,A,14,false,,2024-12-30T22:40,2024-12-30T22:38,2024-12-30T22:56,2024-12-30T22:52,2024-12-30T23:43,2024-12-30T23:37,2024-12-30T23:56,2024-12-30T23:49,Airbus A321,N336DX,,,,FIRST,LEISURE,,a0c2bc4c-91d9-4f6e-bd6b-3eb7b50f630e,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,9a82d843-2e36-4dba-8a6c-ea86d70b316b,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-01-03,DAL,1682,IAH,ATL,A,A15,S,A9,false,,2025-01-03T14:52,2025-01-03T14:49,2025-01-03T15:02,2025-01-03T15:01,2025-01-03T17:38,2025-01-03T17:28,2025-01-03T18:00,2025-01-03T17:32,Airbus A320,N329NW,,10D,AISLE,PREMIUM_ECONOMY,LEISURE,,34cec2a7-d8f9-48b7-bdb8-452d8d314e4d,a8765091-d043-44b1-936c-d217bb519e56,9a82d843-2e36-4dba-8a6c-ea86d70b316b,6f0c1d11-cfef-4b33-b462-90379270f593,,dd390a1f-e92a-4411-ab72-04db16d42030
2025-01-03,DAL,1079,ATL,BDL,S,A33,Main,A12,false,,2025-01-03T19:45,2025-01-03T19:37,2025-01-03T19:55,2025-01-03T19:50,2025-01-03T21:42,2025-01-03T21:41,2025-01-03T21:58,2025-01-03T21:46,Boeing 737-900ER,N904DN,,,WINDOW,FIRST,LEISURE,,a10368e1-1de4-466c-b2a1-ca268bf3709c,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,82ad5ec0-c83c-42bb-91b7-f6c4e1e09e8c,,24012541-435d-4a27-af8a-4791336f1965
2025-01-22,DAL,738,JFK,LAX,4,B30,2,25A,false,,2025-01-22T15:50,2025-01-22T15:50,2025-01-22T16:00,2025-01-22T16:11,2025-01-22T18:36,2025-01-22T18:43,2025-01-22T19:24,2025-01-22T19:15,Boeing 767-400,N835MH,,1D,WINDOW,BUSINESS,BUSINESS,,6923b14a-fca8-4413-9b81-ff67b1d4238b,a8765091-d043-44b1-936c-d217bb519e56,fc332185-4dde-4791-b449-0de5e83e47b9,25b8d712-9888-423f-868d-b25f1d184aaf,,dae07e29-15b1-4f35-9552-d70888135843
2025-01-26,DAL,915,LAX,JFK,3,32,4,B28,false,,2025-01-26T23:55,2025-01-27T00:47,2025-01-27T01:11,2025-01-27T01:11,2025-01-27T08:39,2025-01-27T08:50,2025-01-27T08:20,2025-01-27T08:57,Boeing 767-300,N187DN,,,,BUSINESS,BUSINESS,,62ee8d02-10e4-45d9-a92e-659587aa6384,a8765091-d043-44b1-936c-d217bb519e56,25b8d712-9888-423f-868d-b25f1d184aaf,fc332185-4dde-4791-b449-0de5e83e47b9,,3e31e7b6-cfc1-4a82-b88b-bbb8ecad73c3
2025-03-17,DAL,2239,LGA,MCO,C,88B,B,77,false,,2025-03-17T13:50,2025-03-17T14:01,2025-03-17T14:00,2025-03-17T14:30,2025-03-17T16:30,2025-03-17T16:48,2025-03-17T16:40,2025-03-17T16:57,Airbus A321,N310DN,JOKRW9,,,PREMIUM_ECONOMY,BUSINESS,,20d2dfb1-5d8a-4ba0-be4d-9ed41cca02dc,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-03-19,DAL,805,MCO,LGA,B,72,C,88A,false,,2025-03-19T12:10,2025-03-19T12:08,2025-03-19T12:20,2025-03-19T12:19,2025-03-19T14:40,2025-03-19T14:39,2025-03-19T14:50,2025-03-19T14:45,Airbus A321,N365DN,JOKRW9,,,PREMIUM_ECONOMY,BUSINESS,,3969d725-258e-4559-9b5c-11c4a5bd78d0,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-03-23,DAL,636,JFK,HNL,4,B41,2,G1,false,,2025-03-23T10:55,2025-03-23T10:53,2025-03-23T11:17,2025-03-23T11:05,2025-03-23T15:53,2025-03-23T15:47,2025-03-23T16:15,2025-03-23T16:22,Boeing 767-300,N186DN,,7B,AISLE,BUSINESS,LEISURE,,ab7f24d4-c57e-4f31-891f-040204674742,a8765091-d043-44b1-936c-d217bb519e56,fc332185-4dde-4791-b449-0de5e83e47b9,520bf633-9001-4347-9db0-5aa228ee7c30,,3e31e7b6-cfc1-4a82-b88b-bbb8ecad73c3
2025-04-03,DAL,650,HNL,JFK,2,E8,4,B22,false,,2025-04-03T15:10,2025-04-03T15:26,2025-04-03T15:20,2025-04-03T15:47,2025-04-04T06:54,2025-04-04T06:38,2025-04-04T07:04,2025-04-04T06:44,Boeing 767-300,N193DN,,,,FIRST,LEISURE,,5f94c9b4-9dd6-4bc4-ad7f-05cdb3249431,a8765091-d043-44b1-936c-d217bb519e56,520bf633-9001-4347-9db0-5aa228ee7c30,fc332185-4dde-4791-b449-0de5e83e47b9,,3e31e7b6-cfc1-4a82-b88b-bbb8ecad73c3
2025-04-07,DAL,2239,LGA,MCO,C,88B,B,78,false,,2025-04-07T13:45,2025-04-07T14:57,2025-04-07T13:55,2025-04-07T15:26,2025-04-07T16:30,2025-04-07T18:01,2025-04-07T16:40,2025-04-07T18:09,Airbus A321,N385DZ,,,,PREMIUM_ECONOMY,BUSINESS,,4c4a1182-a928-4f55-b971-0d739463907a,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-04-09,DAL,805,MCO,LGA,B,78,C,86,false,,2025-04-09T12:06,2025-04-09T12:36,2025-04-09T12:16,2025-04-09T12:46,2025-04-09T14:37,2025-04-09T14:51,2025-04-09T14:47,2025-04-09T14:57,Airbus A321,N301DV,JPXOPB,,,FIRST,BUSINESS,,3c5c453b-989f-4afa-b7f8-4111236db291,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-04-14,DAL,2987,LGA,MCO,C,88A,B,73,false,,2025-04-14T13:50,2025-04-14T14:34,2025-04-14T14:00,2025-04-14T14:52,2025-04-14T16:35,2025-04-14T17:11,2025-04-14T16:45,2025-04-14T17:19,Airbus A321,N396DN,JPZIDJ,,,PREMIUM_ECONOMY,BUSINESS,,f3c55c1e-d194-4299-9d18-d1ffd1956223,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-04-16,DAL,1548,MCO,ATL,B,71,S,A29,false,,2025-04-16T05:30,2025-04-16T05:23,2025-04-16T05:40,2025-04-16T05:35,2025-04-16T06:55,2025-04-16T06:38,2025-04-16T07:05,2025-04-16T06:43,Boeing 757-200,N539US,JPZIDJ,,WINDOW,PREMIUM_ECONOMY,BUSINESS,,c53da5b4-3e5e-488a-844a-8dffa0d11ea2,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,6f0c1d11-cfef-4b33-b462-90379270f593,,2c3a4012-9fb9-44fc-9a71-0b6cb336042e
2025-04-16,DAL,777,ATL,LAS,S,A6,1,D34,false,,2025-04-16T08:25,2025-04-16T08:22,2025-04-16T08:35,2025-04-16T08:43,2025-04-16T09:40,2025-04-16T09:44,2025-04-16T09:50,2025-04-16T09:50,Boeing 767-400,N832MH,JPZIDJ,,WINDOW,PREMIUM_ECONOMY,BUSINESS,,437823ce-6c98-45ba-a301-6f4bf67011e5,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,13ec7b81-ab66-4c6c-b632-92f18740c05b,,dae07e29-15b1-4f35-9552-d70888135843
2025-04-23,DAL,857,LAS,ATL,1,D32,S,T8,false,,2025-04-23T00:35,2025-04-23T00:38,2025-04-23T00:45,2025-04-23T00:46,2025-04-23T07:08,2025-04-23T07:07,2025-04-23T07:18,2025-04-23T07:15,Airbus A321,N344DN,JPZIDJ,,WINDOW,PREMIUM_ECONOMY,BUSINESS,,0af453fd-7330-4200-9b51-8ed9ad9a921b,a8765091-d043-44b1-936c-d217bb519e56,13ec7b81-ab66-4c6c-b632-92f18740c05b,6f0c1d11-cfef-4b33-b462-90379270f593,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-04-23,DAL,513,ATL,LGA,S,T8,C,69,false,,2025-04-23T08:30,2025-04-23T08:28,2025-04-23T08:40,2025-04-23T08:39,2025-04-23T10:33,2025-04-23T10:18,2025-04-23T10:43,2025-04-23T10:21,Airbus A321,N344DN,JPZIDJ,,AISLE,ECONOMY,BUSINESS,,8df273bf-e609-4ab5-bad3-b5208c127255,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-04-23,DAL,5003,LGA,TYS,C,63,,1,false,,2025-04-23T18:25,2025-04-23T18:15,2025-04-23T18:35,2025-04-23T18:29,2025-04-23T20:30,2025-04-23T20:02,2025-04-23T20:40,2025-04-23T20:06,"Bombardier CRJ900 ",N485PX,,,WINDOW,FIRST,BUSINESS,,ead34c72-66c3-4f76-bf9e-81f5f234cce3,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,b268c0de-47e1-4f14-b537-566b2ad22631,,8a4bd3f7-3aac-4e32-8a52-07e5525b36e3
2025-05-10,DAL,4918,TYS,LGA,,1,C,62,false,,2025-05-10T11:10,2025-05-10T11:11,2025-05-10T11:20,2025-05-10T11:29,2025-05-10T13:04,2025-05-10T12:56,2025-05-10T13:14,2025-05-10T13:01,"Bombardier CRJ900 ",N916XJ,,,AISLE,PREMIUM_ECONOMY,BUSINESS,,9d228401-f8a7-4245-b94b-c4cf9a4025ea,a8765091-d043-44b1-936c-d217bb519e56,b268c0de-47e1-4f14-b537-566b2ad22631,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,8a4bd3f7-3aac-4e32-8a52-07e5525b36e3
2025-05-12,DAL,2520,LGA,MCO,C,86,B,76,false,,2025-05-12T15:45,2025-05-12T15:50,2025-05-12T15:55,2025-05-12T16:04,2025-05-12T18:33,2025-05-12T18:20,2025-05-12T18:43,2025-05-12T19:00,Airbus A321,N125DN,,1A,WINDOW,FIRST,BUSINESS,,1e67f179-bdde-4725-bcc5-dd286cc9b03a,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-05-14,DAL,1523,MCO,LGA,B,73,C,83,false,,2025-05-14T07:09,2025-05-14T06:57,2025-05-14T07:19,2025-05-14T07:14,2025-05-14T09:44,2025-05-14T09:17,2025-05-14T09:54,2025-05-14T09:26,Airbus A321,N352DN,,,,,BUSINESS,,0f4560b6-190b-4891-aac7-5e174f8e960d,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-05-18,DAL,2540,LGA,MCO,C,74,B,82,false,,2025-05-18T19:25,2025-05-18T19:17,2025-05-18T19:35,2025-05-18T19:45,2025-05-18T22:06,2025-05-18T21:56,2025-05-18T22:16,2025-05-18T22:03,Airbus A321,N380DN,,,,,BUSINESS,,cae2190c-7262-40fe-b823-1917971db7d9,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-05-21,DAL,1523,MCO,LGA,B,80,C,86,false,,2025-05-21T07:09,2025-05-21T06:58,2025-05-21T07:19,2025-05-21T07:15,2025-05-21T09:44,2025-05-21T09:23,2025-05-21T09:54,2025-05-21T09:30,Airbus A321,N322DN,,,,,BUSINESS,,08fb14d7-bac0-490e-ae5d-807325342a1e,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-05-26,DAL,2029,BDL,ATL,A,A9,S,B14,false,,2025-05-26T19:08,2025-05-26T19:13,2025-05-26T19:18,2025-05-26T19:23,2025-05-26T21:39,2025-05-26T21:29,2025-05-26T21:49,2025-05-26T21:38,Airbus A320,N351NW,,,,FIRST,BUSINESS,,180bd4ae-2291-44a6-b255-39af132af0ea,a8765091-d043-44b1-936c-d217bb519e56,82ad5ec0-c83c-42bb-91b7-f6c4e1e09e8c,6f0c1d11-cfef-4b33-b462-90379270f593,,dd390a1f-e92a-4411-ab72-04db16d42030
2025-05-26,DAL,3072,ATL,TYS,S,B22,,5,false,,2025-05-26T22:55,2025-05-26T22:48,2025-05-26T23:05,2025-05-26T23:00,2025-05-26T23:41,2025-05-26T23:28,2025-05-26T23:51,2025-05-26T23:32,Boeing 737-900ER,N819DN,,,,PREMIUM_ECONOMY,BUSINESS,,e35f6214-7db7-43b5-8683-f4b78396b674,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,b268c0de-47e1-4f14-b537-566b2ad22631,,24012541-435d-4a27-af8a-4791336f1965
2025-06-08,DAL,5116,TYS,LGA,,1,C,70,false,,2025-06-08T06:10,2025-06-08T06:28,2025-06-08T06:20,2025-06-08T06:48,2025-06-08T08:03,2025-06-08T08:11,2025-06-08T08:13,2025-06-08T08:19,"Bombardier CRJ900 ",N914XJ,,1A,,FIRST,BUSINESS,,24493a0f-5459-47c4-973a-bbe36c713f44,a8765091-d043-44b1-936c-d217bb519e56,b268c0de-47e1-4f14-b537-566b2ad22631,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,8a4bd3f7-3aac-4e32-8a52-07e5525b36e3
2025-06-10,DAL,969,LGA,ATL,C,87,S,B28,false,,2025-06-10T16:00,2025-06-10T16:52,2025-06-10T16:38,2025-06-10T17:19,2025-06-10T18:36,2025-06-10T19:07,2025-06-10T18:38,2025-06-10T19:13,Airbus A321,N396DN,,,,,LEISURE,,1631ab50-28f2-475b-84bd-c5cb1d5279e7,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,6f0c1d11-cfef-4b33-b462-90379270f593,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-06-10,DAL,561,ATL,FAT,S,E9,,11,false,,2025-06-10T19:30,2025-06-10T20:01,2025-06-10T19:40,2025-06-10T20:21,2025-06-10T21:05,2025-06-10T21:36,2025-06-10T21:15,2025-06-10T21:41,Boeing 737-800,N3762Y,,,,,LEISURE,,f01155f4-94dd-412a-a6e1-e65ee9d49f7f,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,a4b0c75d-9491-497d-99b1-02f61765dcb9,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-06-14,UAL,5787,FAT,DEN,,,Main,B62,false,,2025-06-14T09:00,2025-06-14T08:51,2025-06-14T09:10,2025-06-14T09:06,2025-06-14T12:18,2025-06-14T11:59,2025-06-14T12:28,2025-06-14T12:07,Embraer 175,N612UX,,2A,WINDOW,FIRST,LEISURE,,7961fd6e-16ed-4cf8-bd8b-5631b4397556,b57b4c86-4724-48f1-80be-d7de4036004a,a4b0c75d-9491-497d-99b1-02f61765dcb9,d00b5728-0678-4689-b660-fe9e583203dc,,36728d5b-40cd-46ec-93ba-8822376b565d
2025-06-14,UAL,1611,DEN,LGA,Main,A21,B,47,false,,2025-06-14T13:55,2025-06-14T13:47,2025-06-14T14:05,2025-06-14T14:08,2025-06-14T19:36,2025-06-14T19:28,2025-06-14T19:46,2025-06-14T19:36,Boeing 737 MAX 8,N17322,,4A,WINDOW,FIRST,LEISURE,,861c6bc3-ca53-4907-99f3-50cb27912213,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2025-06-16,DAL,2520,LGA,MCO,C,72,B,71,false,,2025-06-16T15:47,2025-06-16T16:22,2025-06-16T15:57,2025-06-16T17:11,2025-06-16T18:40,2025-06-16T19:32,2025-06-16T18:50,2025-06-16T19:38,Airbus A321,N396DN,,,,PREMIUM_ECONOMY,BUSINESS,,3381b33d-d6b0-4dc7-affa-623287ea0f39,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-06-18,DAL,1523,MCO,LGA,B,84,C,86,false,,2025-06-18T07:10,2025-06-18T07:07,2025-06-18T07:20,2025-06-18T07:18,2025-06-18T09:43,2025-06-18T09:25,2025-06-18T09:53,2025-06-18T09:34,Airbus A321,N398DN,,,,PREMIUM_ECONOMY,BUSINESS,,6b74373f-8a6e-48a9-a573-6dddea1245fc,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-07-07,DAL,2842,LGA,MCO,C,87,B,72,false,,2025-07-07T19:29,2025-07-07T21:15,2025-07-07T19:39,2025-07-07T22:20,2025-07-07T22:23,2025-07-08T00:27,2025-07-07T22:33,2025-07-08T00:34,Airbus A321,N104DN,,1B,AISLE,FIRST,BUSINESS,,c5120acd-9afd-42cb-b552-983fa0d0db26,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,85570a14-2373-4bad-a7b5-b3a9a7fdce90,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-07-09,DAL,1523,MCO,LGA,B,82,C,79,true,,2025-07-09T07:05,,2025-07-09T07:15,,2025-07-09T09:41,,2025-07-09T09:51,,Airbus A321,N348DN,,1A,WINDOW,FIRST,BUSINESS,,ed3f6bce-779d-4172-b01e-84260de0822d,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2025-07-09,DAL,1505,MCO,ATL,B,82,S,A15,false,,2025-07-09T09:00,2025-07-09T08:53,2025-07-09T09:10,2025-07-09T09:07,2025-07-09T10:22,2025-07-09T10:05,2025-07-09T10:32,2025-07-09T10:15,Boeing 757-200,N685DA,,,,FIRST,BUSINESS,,be99eb17-9279-4028-a472-1bb311c78c12,a8765091-d043-44b1-936c-d217bb519e56,85570a14-2373-4bad-a7b5-b3a9a7fdce90,6f0c1d11-cfef-4b33-b462-90379270f593,,2c3a4012-9fb9-44fc-9a71-0b6cb336042e
